43736	1	2012-07-10 00:00:00.000	2012-07-22 00:00:00.000	2012-07-22 00:00:00.000	5	SO43736	11002	20336	20336	2
43739	1	2012-07-11 00:00:00.000	2012-07-23 00:00:00.000	2012-07-23 00:00:00.000	5	SO43739	13563	29262	29262	3
43740	1	2012-07-11 00:00:00.000	2012-07-23 00:00:00.000	2012-07-23 00:00:00.000	5	SO43740	16527	28420	28420	2
43741	1	2012-07-12 00:00:00.000	2012-07-24 00:00:00.000	2012-07-24 00:00:00.000	5	SO43741	27671	13036	13036	1
43743	1	2012-07-12 00:00:00.000	2012-07-24 00:00:00.000	2012-07-24 00:00:00.000	5	SO43743	11007	12909	12909	2
43744	1	2012-07-12 00:00:00.000	2012-07-24 00:00:00.000	2012-07-24 00:00:00.000	5	SO43744	16631	12423	12423	2
43745	1	2012-07-13 00:00:00.000	2012-07-25 00:00:00.000	2012-07-25 00:00:00.000	5	SO43745	16514	25018	25018	2
43746	1	2012-07-13 00:00:00.000	2012-07-25 00:00:00.000	2012-07-25 00:00:00.000	5	SO43746	16616	28214	28214	2
43748	1	2012-07-14 00:00:00.000	2012-07-26 00:00:00.000	2012-07-26 00:00:00.000	5	SO43748	27625	16663	16663	1
43749	1	2012-07-14 00:00:00.000	2012-07-26 00:00:00.000	2012-07-26 00:00:00.000	5	SO43749	27636	17878	17878	1
43753	1	2012-07-14 00:00:00.000	2012-07-26 00:00:00.000	2012-07-26 00:00:00.000	5	SO43753	16482	19434	19434	2
43754	1	2012-07-15 00:00:00.000	2012-07-27 00:00:00.000	2012-07-27 00:00:00.000	5	SO43754	27617	18700	18700	1
43756	1	2012-07-15 00:00:00.000	2012-07-27 00:00:00.000	2012-07-27 00:00:00.000	5	SO43756	19941	12565	12565	2
43760	1	2012-07-16 00:00:00.000	2012-07-28 00:00:00.000	2012-07-28 00:00:00.000	5	SO43760	16352	11694	11694	2
43761	1	2012-07-16 00:00:00.000	2012-07-28 00:00:00.000	2012-07-28 00:00:00.000	5	SO43761	16493	24449	24449	2
43763	1	2012-07-17 00:00:00.000	2012-07-29 00:00:00.000	2012-07-29 00:00:00.000	5	SO43763	16525	13961	13961	2
43764	1	2012-07-17 00:00:00.000	2012-07-29 00:00:00.000	2012-07-29 00:00:00.000	5	SO43764	16612	18740	18740	3
43765	1	2012-07-17 00:00:00.000	2012-07-29 00:00:00.000	2012-08-01 00:00:00.000	5	SO43765	11010	15412	15412	2
43766	1	2012-07-18 00:00:00.000	2012-07-30 00:00:00.000	2012-07-30 00:00:00.000	5	SO43766	16518	26446	26446	2
43767	1	2012-07-18 00:00:00.000	2012-07-30 00:00:00.000	2012-07-30 00:00:00.000	5	SO43767	11001	14489	14489	2
43768	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43768	27649	24209	24209	1
43769	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43769	21659	12365	12365	1
43770	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43770	27614	21039	21039	1
43772	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43772	16524	15700	15700	2
43773	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43773	16526	19998	19998	3
43774	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43774	16348	20184	20184	2
43775	1	2012-07-19 00:00:00.000	2012-07-31 00:00:00.000	2012-07-31 00:00:00.000	5	SO43775	11027	14561	14561	2
43777	1	2012-07-20 00:00:00.000	2012-08-01 00:00:00.000	2012-08-01 00:00:00.000	5	SO43777	16515	24873	24873	2
43779	1	2012-07-20 00:00:00.000	2012-08-01 00:00:00.000	2012-08-01 00:00:00.000	5	SO43779	25252	20850	20850	2
43781	1	2012-07-21 00:00:00.000	2012-08-02 00:00:00.000	2012-08-02 00:00:00.000	5	SO43781	16495	22857	22857	2
43782	1	2012-07-21 00:00:00.000	2012-08-02 00:00:00.000	2012-08-02 00:00:00.000	5	SO43782	16516	13386	13386	2
43783	1	2012-07-21 00:00:00.000	2012-08-02 00:00:00.000	2012-08-02 00:00:00.000	5	SO43783	16620	26601	26601	2
43788	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43788	11239	25489	25489	2
43789	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43789	25865	21950	21950	1
43791	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43791	16484	11580	11580	2
43792	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43792	16623	14105	14105	2
43793	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43793	11000	22601	22601	3
43794	1	2012-07-22 00:00:00.000	2012-08-03 00:00:00.000	2012-08-03 00:00:00.000	5	SO43794	11029	24713	24713	2
43797	1	2012-07-23 00:00:00.000	2012-08-04 00:00:00.000	2012-08-04 00:00:00.000	5	SO43797	16345	11578	11578	2
43798	1	2012-07-23 00:00:00.000	2012-08-04 00:00:00.000	2012-08-04 00:00:00.000	5	SO43798	16521	17493	17493	2
43799	1	2012-07-23 00:00:00.000	2012-08-04 00:00:00.000	2012-08-04 00:00:00.000	5	SO43799	16636	23813	23813	2
43800	1	2012-07-24 00:00:00.000	2012-08-05 00:00:00.000	2012-08-05 00:00:00.000	5	SO43800	21710	16244	16244	1
43801	1	2012-07-24 00:00:00.000	2012-08-05 00:00:00.000	2012-08-05 00:00:00.000	5	SO43801	13583	22676	22676	3
43803	1	2012-07-25 00:00:00.000	2012-08-06 00:00:00.000	2012-08-06 00:00:00.000	5	SO43803	21741	17092	17092	1
43804	1	2012-07-25 00:00:00.000	2012-08-06 00:00:00.000	2012-08-06 00:00:00.000	5	SO43804	13585	18048	18048	2
43805	1	2012-07-25 00:00:00.000	2012-08-06 00:00:00.000	2012-08-06 00:00:00.000	5	SO43805	14510	26084	26084	1
43806	1	2012-07-25 00:00:00.000	2012-08-06 00:00:00.000	2012-08-06 00:00:00.000	5	SO43806	16523	26735	26735	2
43809	1	2012-07-26 00:00:00.000	2012-08-07 00:00:00.000	2012-08-07 00:00:00.000	5	SO43809	16350	12891	12891	2
43810	1	2012-07-26 00:00:00.000	2012-08-07 00:00:00.000	2012-08-07 00:00:00.000	5	SO43810	11004	20971	20971	2
43811	1	2012-07-26 00:00:00.000	2012-08-07 00:00:00.000	2012-08-07 00:00:00.000	5	SO43811	11026	11877	11877	2
43814	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43814	25866	21939	21939	1
43815	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43815	16494	15915	15915	2
43816	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43816	16496	21277	21277	2
43817	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43817	16519	12674	12674	2
43818	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43818	16528	16539	16539	2
43819	1	2012-07-27 00:00:00.000	2012-08-08 00:00:00.000	2012-08-08 00:00:00.000	5	SO43819	11006	15264	15264	2
43823	1	2012-07-28 00:00:00.000	2012-08-09 00:00:00.000	2012-08-09 00:00:00.000	5	SO43823	19942	15988	15988	3
43824	1	2012-07-28 00:00:00.000	2012-08-09 00:00:00.000	2012-08-09 00:00:00.000	5	SO43824	14558	11804	11804	1
43825	1	2012-07-28 00:00:00.000	2012-08-09 00:00:00.000	2012-08-09 00:00:00.000	5	SO43825	16349	16955	16955	2
43826	1	2012-07-28 00:00:00.000	2012-08-09 00:00:00.000	2012-08-09 00:00:00.000	5	SO43826	11008	23743	23743	2
43827	1	2012-07-28 00:00:00.000	2012-08-09 00:00:00.000	2012-08-09 00:00:00.000	5	SO43827	25250	27524	27524	2
43828	1	2012-07-29 00:00:00.000	2012-08-10 00:00:00.000	2012-08-10 00:00:00.000	5	SO43828	27605	13129	13129	1
43830	1	2012-07-29 00:00:00.000	2012-08-10 00:00:00.000	2012-08-10 00:00:00.000	5	SO43830	16347	18564	18564	2
43831	1	2012-07-29 00:00:00.000	2012-08-10 00:00:00.000	2012-08-10 00:00:00.000	5	SO43831	11028	24158	24158	2
43832	1	2012-07-29 00:00:00.000	2012-08-10 00:00:00.000	2012-08-10 00:00:00.000	5	SO43832	13584	23837	23837	2
43833	1	2012-07-30 00:00:00.000	2012-08-11 00:00:00.000	2012-08-11 00:00:00.000	5	SO43833	21727	16752	16752	1
43835	1	2012-07-30 00:00:00.000	2012-08-11 00:00:00.000	2012-08-11 00:00:00.000	5	SO43835	19802	17401	17401	1
43836	1	2012-07-30 00:00:00.000	2012-08-11 00:00:00.000	2012-08-11 00:00:00.000	5	SO43836	26620	19261	19261	1
43837	1	2012-07-30 00:00:00.000	2012-08-11 00:00:00.000	2012-08-11 00:00:00.000	5	SO43837	11009	29335	29335	2
43839	1	2012-07-31 00:00:00.000	2012-08-12 00:00:00.000	2012-08-12 00:00:00.000	5	SO43839	27673	20037	20037	1
43842	1	2012-07-31 00:00:00.000	2012-08-12 00:00:00.000	2012-08-12 00:00:00.000	5	SO43842	16630	18492	18492	2
43918	1	2012-08-01 00:00:00.000	2012-08-13 00:00:00.000	2012-08-13 00:00:00.000	5	SO43918	22041	18086	18086	1
43925	1	2012-08-02 00:00:00.000	2012-08-14 00:00:00.000	2012-08-14 00:00:00.000	5	SO43925	16661	28478	28478	2
43926	1	2012-08-03 00:00:00.000	2012-08-15 00:00:00.000	2012-08-15 00:00:00.000	5	SO43926	11055	18542	18542	2
43927	1	2012-08-03 00:00:00.000	2012-08-15 00:00:00.000	2012-08-15 00:00:00.000	5	SO43927	16662	26702	26702	2
43933	1	2012-08-04 00:00:00.000	2012-08-16 00:00:00.000	2012-08-16 00:00:00.000	5	SO43933	11031	22987	22987	2
43934	1	2012-08-04 00:00:00.000	2012-08-16 00:00:00.000	2012-08-21 00:00:00.000	5	SO43934	11034	18711	18711	2
43935	1	2012-08-05 00:00:00.000	2012-08-17 00:00:00.000	2012-08-17 00:00:00.000	5	SO43935	20048	16643	16643	2
43937	1	2012-08-05 00:00:00.000	2012-08-17 00:00:00.000	2012-08-17 00:00:00.000	5	SO43937	17047	24245	24245	2
43938	1	2012-08-05 00:00:00.000	2012-08-17 00:00:00.000	2012-08-17 00:00:00.000	5	SO43938	16686	15337	15337	3
43939	1	2012-08-05 00:00:00.000	2012-08-17 00:00:00.000	2012-08-17 00:00:00.000	5	SO43939	16659	21292	21292	2
43940	1	2012-08-05 00:00:00.000	2012-08-17 00:00:00.000	2012-08-17 00:00:00.000	5	SO43940	25294	17574	17574	2
43941	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43941	13600	19186	19186	2
43942	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43942	17051	14866	14866	2
43944	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43944	11054	18844	18844	2
43945	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43945	16675	19751	19751	2
43946	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43946	16687	23516	23516	2
43947	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43947	16712	14056	14056	2
43948	1	2012-08-06 00:00:00.000	2012-08-18 00:00:00.000	2012-08-18 00:00:00.000	5	SO43948	11047	21998	21998	2
43951	1	2012-08-07 00:00:00.000	2012-08-19 00:00:00.000	2012-08-19 00:00:00.000	5	SO43951	16696	14933	14933	2
43952	1	2012-08-07 00:00:00.000	2012-08-19 00:00:00.000	2012-08-19 00:00:00.000	5	SO43952	16639	24077	24077	3
43953	1	2012-08-08 00:00:00.000	2012-08-20 00:00:00.000	2012-08-20 00:00:00.000	5	SO43953	20049	21405	21405	2
43954	1	2012-08-08 00:00:00.000	2012-08-20 00:00:00.000	2012-08-21 00:00:00.000	5	SO43954	13602	16657	16657	2
43955	1	2012-08-08 00:00:00.000	2012-08-20 00:00:00.000	2012-08-20 00:00:00.000	5	SO43955	13661	25143	25143	2
43956	1	2012-08-08 00:00:00.000	2012-08-20 00:00:00.000	2012-08-20 00:00:00.000	5	SO43956	11030	26358	26358	2
43958	1	2012-08-09 00:00:00.000	2012-08-21 00:00:00.000	2012-08-21 00:00:00.000	5	SO43958	16658	18015	18015	3
43959	1	2012-08-09 00:00:00.000	2012-08-21 00:00:00.000	2012-08-21 00:00:00.000	5	SO43959	11035	23018	23018	2
43960	1	2012-08-09 00:00:00.000	2012-08-21 00:00:00.000	2012-08-21 00:00:00.000	5	SO43960	11046	28971	28971	2
43963	1	2012-08-10 00:00:00.000	2012-08-22 00:00:00.000	2012-08-22 00:00:00.000	5	SO43963	16685	22808	22808	2
43965	1	2012-08-10 00:00:00.000	2012-08-22 00:00:00.000	2012-08-22 00:00:00.000	5	SO43965	11038	27731	27731	2
43966	1	2012-08-10 00:00:00.000	2012-08-22 00:00:00.000	2012-08-22 00:00:00.000	5	SO43966	11039	24751	24751	2
43967	1	2012-08-11 00:00:00.000	2012-08-23 00:00:00.000	2012-08-23 00:00:00.000	5	SO43967	28040	25586	25586	1
43970	1	2012-08-11 00:00:00.000	2012-08-23 00:00:00.000	2012-08-23 00:00:00.000	5	SO43970	16684	29208	29208	2
43971	1	2012-08-11 00:00:00.000	2012-08-23 00:00:00.000	2012-08-23 00:00:00.000	5	SO43971	16657	13844	13844	2
43972	1	2012-08-12 00:00:00.000	2012-08-24 00:00:00.000	2012-08-24 00:00:00.000	5	SO43972	21939	25027	25027	1
43974	1	2012-08-12 00:00:00.000	2012-08-24 00:00:00.000	2012-08-24 00:00:00.000	5	SO43974	13687	25873	25873	2
43977	1	2012-08-12 00:00:00.000	2012-08-24 00:00:00.000	2012-08-24 00:00:00.000	5	SO43977	16703	25353	25353	2
43978	1	2012-08-13 00:00:00.000	2012-08-25 00:00:00.000	2012-08-25 00:00:00.000	5	SO43978	28030	25351	25351	1
43979	1	2012-08-13 00:00:00.000	2012-08-25 00:00:00.000	2012-08-25 00:00:00.000	5	SO43979	14576	12682	12682	1
43980	1	2012-08-13 00:00:00.000	2012-08-25 00:00:00.000	2012-08-25 00:00:00.000	5	SO43980	11048	22583	22583	2
43981	1	2012-08-13 00:00:00.000	2012-08-25 00:00:00.000	2012-08-25 00:00:00.000	5	SO43981	16664	18948	18948	3
43983	1	2012-08-14 00:00:00.000	2012-08-26 00:00:00.000	2012-08-26 00:00:00.000	5	SO43983	28017	27287	27287	1
43988	1	2012-08-15 00:00:00.000	2012-08-27 00:00:00.000	2012-08-27 00:00:00.000	5	SO43988	11244	21821	21821	2
43990	1	2012-08-15 00:00:00.000	2012-08-27 00:00:00.000	2012-08-27 00:00:00.000	5	SO43990	25872	17167	17167	1
43991	1	2012-08-15 00:00:00.000	2012-08-27 00:00:00.000	2012-08-27 00:00:00.000	5	SO43991	16660	23489	23489	2
43992	1	2012-08-15 00:00:00.000	2012-08-27 00:00:00.000	2012-08-27 00:00:00.000	5	SO43992	16638	26991	26991	2
43993	1	2012-08-17 00:00:00.000	2012-08-29 00:00:00.000	2012-08-29 00:00:00.000	5	SO43993	16929	19246	19246	2
43995	1	2012-08-18 00:00:00.000	2012-08-30 00:00:00.000	2012-08-30 00:00:00.000	5	SO43995	21813	13493	13493	1
43998	1	2012-08-18 00:00:00.000	2012-08-30 00:00:00.000	2012-08-30 00:00:00.000	5	SO43998	11033	18528	18528	3
43999	1	2012-08-18 00:00:00.000	2012-08-30 00:00:00.000	2012-08-30 00:00:00.000	5	SO43999	28047	19357	19357	1
44005	1	2012-08-19 00:00:00.000	2012-08-31 00:00:00.000	2012-08-31 00:00:00.000	5	SO44005	26629	16299	16299	1
44007	1	2012-08-19 00:00:00.000	2012-08-31 00:00:00.000	2012-08-31 00:00:00.000	5	SO44007	25555	13775	13775	2
44008	1	2012-08-20 00:00:00.000	2012-09-01 00:00:00.000	2012-09-01 00:00:00.000	5	SO44008	27678	25531	25531	1
44009	1	2012-08-20 00:00:00.000	2012-09-01 00:00:00.000	2012-09-01 00:00:00.000	5	SO44009	27759	16988	16988	1
44010	1	2012-08-20 00:00:00.000	2012-09-01 00:00:00.000	2012-09-01 00:00:00.000	5	SO44010	13680	16926	16926	2
44012	1	2012-08-20 00:00:00.000	2012-09-01 00:00:00.000	2012-09-01 00:00:00.000	5	SO44012	11052	24347	24347	2
44013	1	2012-08-20 00:00:00.000	2012-09-01 00:00:00.000	2012-09-01 00:00:00.000	5	SO44013	16928	24913	24913	2
44015	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44015	13693	17306	17306	2
44016	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44016	11247	14898	14898	2
44017	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44017	28078	26037	26037	1
44018	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44018	25876	26090	26090	1
44019	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44019	16701	11429	11429	2
44020	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44020	16931	13520	13520	2
44021	1	2012-08-21 00:00:00.000	2012-09-02 00:00:00.000	2012-09-02 00:00:00.000	5	SO44021	11032	25324	25324	2
44022	1	2012-08-22 00:00:00.000	2012-09-03 00:00:00.000	2012-09-03 00:00:00.000	5	SO44022	22008	21025	21025	1
44023	1	2012-08-22 00:00:00.000	2012-09-03 00:00:00.000	2012-09-03 00:00:00.000	5	SO44023	19830	12371	12371	1
44024	1	2012-08-22 00:00:00.000	2012-09-03 00:00:00.000	2012-09-03 00:00:00.000	5	SO44024	16663	14001	14001	2
44025	1	2012-08-22 00:00:00.000	2012-09-03 00:00:00.000	2012-09-03 00:00:00.000	5	SO44025	16708	25292	25292	3
44026	1	2012-08-22 00:00:00.000	2012-09-03 00:00:00.000	2012-09-03 00:00:00.000	5	SO44026	17045	29375	29375	2
44027	1	2012-08-23 00:00:00.000	2012-09-04 00:00:00.000	2012-09-04 00:00:00.000	5	SO44027	21921	13324	13324	1
44028	1	2012-08-23 00:00:00.000	2012-09-04 00:00:00.000	2012-09-04 00:00:00.000	5	SO44028	17048	27841	27841	2
44029	1	2012-08-23 00:00:00.000	2012-09-04 00:00:00.000	2012-09-04 00:00:00.000	5	SO44029	11050	26423	26423	2
44031	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44031	13689	24291	24291	2
44032	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44032	11243	22782	22782	3
44033	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44033	16693	15526	15526	2
44034	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44034	16702	28770	28770	2
44035	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44035	16707	28217	28217	2
44036	1	2012-08-24 00:00:00.000	2012-09-05 00:00:00.000	2012-09-05 00:00:00.000	5	SO44036	17046	13001	13001	2
44040	1	2012-08-25 00:00:00.000	2012-09-06 00:00:00.000	2012-09-06 00:00:00.000	5	SO44040	11057	26048	26048	2
44042	1	2012-08-26 00:00:00.000	2012-09-07 00:00:00.000	2012-09-07 00:00:00.000	5	SO44042	13678	13496	13496	2
44043	1	2012-08-26 00:00:00.000	2012-09-07 00:00:00.000	2012-09-07 00:00:00.000	5	SO44043	13679	26729	26729	2
44044	1	2012-08-26 00:00:00.000	2012-09-07 00:00:00.000	2012-09-09 00:00:00.000	5	SO44044	13690	14914	14914	2
44046	1	2012-08-26 00:00:00.000	2012-09-07 00:00:00.000	2012-09-07 00:00:00.000	5	SO44046	28064	20990	20990	1
44048	1	2012-08-26 00:00:00.000	2012-09-07 00:00:00.000	2012-09-07 00:00:00.000	5	SO44048	16713	26280	26280	2
44050	1	2012-08-27 00:00:00.000	2012-09-08 00:00:00.000	2012-09-08 00:00:00.000	5	SO44050	17050	17773	17773	2
44051	1	2012-08-28 00:00:00.000	2012-09-09 00:00:00.000	2012-09-09 00:00:00.000	5	SO44051	13691	17906	17906	3
44052	1	2012-08-28 00:00:00.000	2012-09-09 00:00:00.000	2012-09-09 00:00:00.000	5	SO44052	16637	26101	26101	2
44057	1	2012-08-29 00:00:00.000	2012-09-10 00:00:00.000	2012-09-10 00:00:00.000	5	SO44057	14577	11705	11705	1
44058	1	2012-08-29 00:00:00.000	2012-09-10 00:00:00.000	2012-09-10 00:00:00.000	5	SO44058	11056	17481	17481	2
44059	1	2012-08-29 00:00:00.000	2012-09-10 00:00:00.000	2012-09-10 00:00:00.000	5	SO44059	16688	19474	19474	2
44061	1	2012-08-30 00:00:00.000	2012-09-11 00:00:00.000	2012-09-11 00:00:00.000	5	SO44061	27919	15624	15624	1
44062	1	2012-08-30 00:00:00.000	2012-09-11 00:00:00.000	2012-09-11 00:00:00.000	5	SO44062	28041	19623	19623	1
44063	1	2012-08-30 00:00:00.000	2012-09-11 00:00:00.000	2012-09-11 00:00:00.000	5	SO44063	11240	23429	23429	2
44064	1	2012-08-30 00:00:00.000	2012-09-11 00:00:00.000	2012-09-11 00:00:00.000	5	SO44064	22050	24246	24246	1
44067	1	2012-08-30 00:00:00.000	2012-09-11 00:00:00.000	2012-09-11 00:00:00.000	5	SO44067	17049	26455	26455	2
44070	1	2012-08-31 00:00:00.000	2012-09-12 00:00:00.000	2012-09-12 00:00:00.000	5	SO44070	19829	13311	13311	1
44071	1	2012-08-31 00:00:00.000	2012-09-12 00:00:00.000	2012-09-12 00:00:00.000	5	SO44071	16691	24117	24117	2
44072	1	2012-08-31 00:00:00.000	2012-09-12 00:00:00.000	2012-09-14 00:00:00.000	5	SO44072	16656	14593	14593	2
44073	1	2012-08-31 00:00:00.000	2012-09-12 00:00:00.000	2012-09-12 00:00:00.000	5	SO44073	11044	14279	14279	2
44134	1	2012-09-01 00:00:00.000	2012-09-13 00:00:00.000	2012-09-13 00:00:00.000	5	SO44134	13821	24945	24945	2
44136	1	2012-09-01 00:00:00.000	2012-09-13 00:00:00.000	2012-09-13 00:00:00.000	5	SO44136	22114	13829	13829	1
44137	1	2012-09-01 00:00:00.000	2012-09-13 00:00:00.000	2012-09-13 00:00:00.000	5	SO44137	17328	17575	17575	2
44138	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44138	13765	18488	18488	2
44139	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44139	13792	13887	13887	2
44142	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44142	22058	21149	21149	1
44144	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44144	17071	20999	20999	2
44145	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44145	17309	29827	29827	2
44146	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44146	17310	21537	21537	2
44147	1	2012-09-02 00:00:00.000	2012-09-14 00:00:00.000	2012-09-14 00:00:00.000	5	SO44147	17320	26407	26407	3
